Strain,Country,Human_subject,Study_accession,score,Sample_accession,
GUT_GENOME000342,United Kingdom,Unknown,ERP105624,103.0010439,ERS846582,
GUT_GENOME000343,United Kingdom,Unknown,ERP105624,101.7210755,ERS846583,
GUT_GENOME000344,United Kingdom,Unknown,ERP105624,102.7398798,ERS846584,
GUT_GENOME000345,United Kingdom,Unknown,ERP105624,83.35285298,ERS846585,
GUT_GENOME000346,United Kingdom,Unknown,ERP105624,101.9549764,ERS846586,
GUT_GENOME000347,United Kingdom,Unknown,ERP105624,102.049574,ERS846587,
GUT_GENOME000348,United Kingdom,Unknown,ERP105624,102.5669929,ERS846588,
GUT_GENOME000349,United Kingdom,Unknown,ERP105624,102.3743571,ERS846589,
GUT_GENOME000350,United Kingdom,Unknown,ERP105624,101.6698829,ERS846590,
GUT_GENOME000351,United Kingdom,Unknown,ERP105624,100.6326457,ERS846591,
GUT_GENOME000352,United Kingdom,Unknown,ERP105624,102.7051633,ERS846592,
GUT_GENOME000353,United Kingdom,Unknown,ERP105624,101.9887307,ERS846599,
GUT_GENOME000354,United Kingdom,Unknown,ERP105624,98.50321785,ERS846600,
GUT_GENOME000355,United Kingdom,Unknown,ERP105624,94.66141424,ERS846601,
GUT_GENOME000356,United Kingdom,Unknown,ERP105624,102.0882562,ERS846602,
GUT_GENOME000357,United Kingdom,Unknown,ERP105624,100.3038111,ERS846603,
GUT_GENOME000358,United Kingdom,Unknown,ERP105624,101.4199645,ERS846604,
GUT_GENOME000359,United Kingdom,Unknown,ERP105624,98.62496465,ERS846605,
GUT_GENOME000360,United Kingdom,Unknown,ERP105624,101.914176,ERS846606,
GUT_GENOME000361,United Kingdom,Unknown,ERP105624,98.0588939,ERS846607,
GUT_GENOME000362,United Kingdom,Unknown,ERP105624,102.195278,ERS846608,
GUT_GENOME000363,United Kingdom,Unknown,ERP105624,99.17029578,ERS846609,
GUT_GENOME000364,United Kingdom,Unknown,ERP105624,95.61006401,ERS846610,
GUT_GENOME000365,United Kingdom,Unknown,ERP105624,99.65823395,ERS846611,
GUT_GENOME000366,United Kingdom,Unknown,ERP105624,100.0045894,ERS846612,
GUT_GENOME000367,United Kingdom,Unknown,ERP105624,99.98598064,ERS846613,
GUT_GENOME000368,United Kingdom,Unknown,ERP105624,96.77953101,ERS846614,
GUT_GENOME000369,United Kingdom,Unknown,ERP105624,102.1712704,ERS846615,
GUT_GENOME000370,United Kingdom,Unknown,ERP105624,102.0737531,ERS846618,
GUT_GENOME000371,United Kingdom,Unknown,ERP105624,99.46274532,ERS846619,
GUT_GENOME000372,United Kingdom,Unknown,ERP105624,101.4529923,ERS846620,
GUT_GENOME000373,United Kingdom,Unknown,ERP105624,102.6103185,ERS846621,
GUT_GENOME000374,United Kingdom,Unknown,ERP105624,98.70528339,ERS846622,
GUT_GENOME000375,United Kingdom,Unknown,ERP105624,102.1687219,ERS846623,
GUT_GENOME000376,United Kingdom,Unknown,ERP105624,101.6670403,ERS846624,
GUT_GENOME000377,United Kingdom,Unknown,ERP105624,90.28906527,ERS846625,
GUT_GENOME000378,United Kingdom,Unknown,ERP105624,97.41029534,ERS846626,
GUT_GENOME000379,United Kingdom,Unknown,ERP105624,101.260178,ERS846627,
GUT_GENOME000380,United Kingdom,Unknown,ERP105624,101.9220386,ERS846628,
GUT_GENOME000381,United Kingdom,Unknown,ERP105624,101.2123325,ERS846629,
GUT_GENOME000382,United Kingdom,Unknown,ERP105624,102.0131956,ERS846630,
GUT_GENOME000383,United Kingdom,Unknown,ERP105624,90.70906671,ERS846631,
GUT_GENOME000384,United Kingdom,Unknown,ERP105624,93.56056241,ERS846633,
GUT_GENOME000385,United Kingdom,Unknown,ERP105624,101.5811055,ERS846634,
GUT_GENOME000386,United Kingdom,Unknown,ERP105624,101.2942668,ERS846636,
GUT_GENOME000387,United Kingdom,Unknown,ERP105624,101.9642212,ERS846637,
GUT_GENOME000388,United Kingdom,Unknown,ERP105624,97.40039172,ERS846638,
GUT_GENOME000394,United Kingdom,Unknown,ERP105624,100.4272445,ERS846598,
GUT_GENOME000426,United Kingdom,Unknown,ERP105624,100.5128941,ERS846632,
GUT_GENOME000432,United Kingdom,Unknown,ERP105624,102.470425,ERS2046340,
GUT_GENOME000433,Canada,Unknown,ERP105624,102.026577,ERS2046335,
GUT_GENOME000434,Canada,Unknown,ERP105624,98.28216514,ERS2046336,
GUT_GENOME000435,United Kingdom,Unknown,ERP105624,102.8246966,ERS2046337,
GUT_GENOME000436,United Kingdom,Unknown,ERP105624,102.8477006,ERS2046338,
GUT_GENOME000437,United Kingdom,Unknown,ERP105624,103.104542,ERS2046339,
GUT_GENOME000438,United Kingdom,Unknown,ERP105624,100.1416025,ERS2064179,
GUT_GENOME000439,United Kingdom,Unknown,ERP105624,101.0712959,ERS2046361,
GUT_GENOME000440,United Kingdom,Unknown,ERP105624,101.077032,ERS2046362,
GUT_GENOME000441,United Kingdom,Unknown,ERP105624,102.0728627,ERS2046363,
GUT_GENOME000442,United Kingdom,Unknown,ERP105624,91.87777153,ERS2064572,
GUT_GENOME000443,United Kingdom,Unknown,ERP105624,93.97894175,ERS2064573,
GUT_GENOME000444,United Kingdom,Unknown,ERP105624,100.5224795,ERS2046364,
GUT_GENOME000445,United Kingdom,Unknown,ERP105624,97.80468851,ERS2046472,
GUT_GENOME000446,United Kingdom,Unknown,ERP105624,102.0728541,ERS2046365,
GUT_GENOME000447,United Kingdom,Unknown,ERP105624,95.33680493,ERS2064584,
GUT_GENOME000448,United Kingdom,Unknown,ERP105624,100.8275398,ERS2064585,
GUT_GENOME000449,United Kingdom,Unknown,ERP105624,100.1274996,ERS2064586,
GUT_GENOME000450,United Kingdom,Unknown,ERP105624,95.16309212,ERS2046366,
GUT_GENOME000451,United Kingdom,Unknown,ERP105624,98.89935792,ERS2064587,
GUT_GENOME000452,Canada,Unknown,ERP105624,97.80431252,ERS2046473,
GUT_GENOME000453,United Kingdom,Unknown,ERP105624,101.1565373,ERS2064588,
GUT_GENOME000454,United Kingdom,Unknown,ERP105624,101.5001564,ERS2064589,
GUT_GENOME000455,United Kingdom,Unknown,ERP105624,102.1079118,ERS2064591,
GUT_GENOME000456,United Kingdom,Unknown,ERP105624,101.2758691,ERS2064592,
GUT_GENOME000457,United Kingdom,Unknown,ERP105624,101.408734,ERS2064593,
GUT_GENOME000458,United Kingdom,Unknown,ERP105624,102.0151943,ERS2064594,
GUT_GENOME000459,United Kingdom,Unknown,ERP105624,101.8161269,ERS2064596,
GUT_GENOME000460,United Kingdom,Unknown,ERP105624,97.80475424,ERS2046474,
GUT_GENOME000461,United Kingdom,Unknown,ERP105624,101.0718264,ERS2046367,
GUT_GENOME000462,United Kingdom,Unknown,ERP105624,102.1054514,ERS2046368,
GUT_GENOME000463,United Kingdom,Unknown,ERP105624,101.6612977,ERS2064597,
GUT_GENOME000464,United Kingdom,Unknown,ERP105624,94.98173946,ERS2064598,
GUT_GENOME000465,United Kingdom,Unknown,ERP105624,101.8622107,ERS2064599,
GUT_GENOME000466,United Kingdom,Unknown,ERP105624,100.9846061,ERS2046369,
GUT_GENOME000467,United Kingdom,Unknown,ERP105624,99.06167816,ERS2064600,
GUT_GENOME000468,United Kingdom,Unknown,ERP105624,102.1054536,ERS2064601,
GUT_GENOME000469,United Kingdom,Unknown,ERP105624,97.80569003,ERS2046475,
GUT_GENOME000470,United Kingdom,Unknown,ERP105624,99.11837349,ERS2046370,
GUT_GENOME000471,United Kingdom,Unknown,ERP105624,95.32763436,ERS2046371,
GUT_GENOME000472,United Kingdom,Unknown,ERP105624,101.80934,ERS2046372,
GUT_GENOME000473,United Kingdom,Unknown,ERP105624,98.93525964,ERS2064602,
GUT_GENOME000474,United Kingdom,Unknown,ERP105624,102.1054895,ERS2046373,
GUT_GENOME000475,United Kingdom,Unknown,ERP105624,95.31345884,ERS2046374,
GUT_GENOME000476,United Kingdom,Unknown,ERP105624,102.5429642,ERS2046476,
GUT_GENOME000477,United Kingdom,Unknown,ERP105624,100.2067267,ERS2064603,
GUT_GENOME000478,United Kingdom,Unknown,ERP105624,98.86864375,ERS2064604,
GUT_GENOME000479,United Kingdom,Unknown,ERP105624,99.80568547,ERS2064605,
GUT_GENOME000480,United Kingdom,Unknown,ERP105624,100.5363655,ERS2064606,
GUT_GENOME000481,United Kingdom,Unknown,ERP105624,100.1959651,ERS2046375,
GUT_GENOME000482,United Kingdom,Unknown,ERP105624,101.7275051,ERS2046376,
GUT_GENOME000483,United Kingdom,Unknown,ERP105624,99.07821801,ERS2046477,
GUT_GENOME000484,United Kingdom,Unknown,ERP105624,98.57610116,ERS2064607,
GUT_GENOME000485,United Kingdom,Unknown,ERP105624,101.9259353,ERS2046377,
GUT_GENOME000486,United Kingdom,Unknown,ERP105624,102.1057456,ERS2046378,
GUT_GENOME000487,United Kingdom,Unknown,ERP105624,101.5957024,ERS2046379,
GUT_GENOME000488,United Kingdom,Unknown,ERP105624,101.0564085,ERS2064608,
GUT_GENOME000489,United Kingdom,Unknown,ERP105624,102.5270041,ERS2046478,
GUT_GENOME000490,United Kingdom,Unknown,ERP105624,101.0555148,ERS2046380,
GUT_GENOME000491,United Kingdom,Unknown,ERP105624,99.88502817,ERS2046381,
GUT_GENOME000492,United Kingdom,Unknown,ERP105624,101.7873923,ERS2046382,
GUT_GENOME000493,United Kingdom,Unknown,ERP105624,102.2120044,ERS2046383,
GUT_GENOME000494,United Kingdom,Unknown,ERP105624,99.88644281,ERS2046384,
GUT_GENOME000495,United Kingdom,Unknown,ERP105624,98.78424311,ERS2046385,
GUT_GENOME000496,United Kingdom,Unknown,ERP105624,90.22517229,ERS2046386,
GUT_GENOME000497,United Kingdom,Unknown,ERP105624,102.5045345,ERS2046479,
GUT_GENOME000498,Canada,Unknown,ERP105624,95.68902694,ERS2046387,
GUT_GENOME000499,United Kingdom,Unknown,ERP105624,102.0565502,ERS2046360,
GUT_GENOME000500,Canada,Unknown,ERP105624,102.7322314,ERS2046488,
GUT_GENOME000501,Canada,Unknown,ERP105624,96.35475007,ERS2046489,
GUT_GENOME000502,Canada,Unknown,ERP105624,101.8539338,ERS2046490,
GUT_GENOME000503,Canada,Unknown,ERP105624,99.02202899,ERS2046491,
GUT_GENOME000504,Canada,Unknown,ERP105624,101.9004071,ERS2046492,
GUT_GENOME000505,Canada,Unknown,ERP105624,101.8796484,ERS2046493,
GUT_GENOME000506,Canada,Unknown,ERP105624,101.9004384,ERS2046494,
GUT_GENOME000507,Canada,Unknown,ERP105624,101.9026718,ERS2046495,
GUT_GENOME000508,Canada,Unknown,ERP105624,102.6916741,ERS2046496,
GUT_GENOME000509,Canada,Unknown,ERP105624,101.9577742,ERS2046480,
GUT_GENOME000510,Canada,Unknown,ERP105624,99.84790209,ERS2046497,
GUT_GENOME000511,Canada,Unknown,ERP105624,102.2649851,ERS2046498,
GUT_GENOME000512,Canada,Unknown,ERP105624,101.7671225,ERS2046499,
GUT_GENOME000513,Canada,Unknown,ERP105624,101.6190864,ERS2046500,
GUT_GENOME000514,Canada,Unknown,ERP105624,102.0975887,ERS2046501,
GUT_GENOME000515,Canada,Unknown,ERP105624,98.91151529,ERS2046502,
GUT_GENOME000516,Canada,Unknown,ERP105624,102.0659859,ERS2046503,
GUT_GENOME000517,Canada,Unknown,ERP105624,101.7442006,ERS2046504,
GUT_GENOME000518,Canada,Unknown,ERP105624,101.5071581,ERS2046505,
GUT_GENOME000519,Canada,Unknown,ERP105624,101.2997762,ERS2046506,
GUT_GENOME000520,Canada,Unknown,ERP105624,101.2203824,ERS2046481,
GUT_GENOME000521,Canada,Unknown,ERP105624,102.8711319,ERS2046507,
GUT_GENOME000522,Canada,Unknown,ERP105624,92.57927379,ERS2046508,
GUT_GENOME000523,Canada,Unknown,ERP105624,101.9820881,ERS2046509,
GUT_GENOME000524,Canada,Unknown,ERP105624,100.1306242,ERS2046510,
GUT_GENOME000525,Canada,Unknown,ERP105624,97.05584739,ERS2046511,
GUT_GENOME000526,Canada,Unknown,ERP105624,101.2441103,ERS2046512,
GUT_GENOME000527,Canada,Unknown,ERP105624,102.3451932,ERS2046513,
GUT_GENOME000528,Canada,Unknown,ERP105624,102.344793,ERS2046514,
GUT_GENOME000529,Canada,Unknown,ERP105624,102.3553693,ERS2046515,
GUT_GENOME000530,Canada,Unknown,ERP105624,96.81465727,ERS2046482,
GUT_GENOME000531,Canada,Unknown,ERP105624,101.886872,ERS2046516,
GUT_GENOME000532,Canada,Unknown,ERP105624,102.197926,ERS2046517,
GUT_GENOME000533,Canada,Unknown,ERP105624,102.2529982,ERS2046518,
GUT_GENOME000534,Canada,Unknown,ERP105624,102.9278044,ERS2046519,
GUT_GENOME000535,Canada,Unknown,ERP105624,102.8576707,ERS2046520,
GUT_GENOME000536,Canada,Unknown,ERP105624,101.5504652,ERS2046521,
GUT_GENOME000537,Canada,Unknown,ERP105624,92.13669634,ERS2046483,
GUT_GENOME000538,Canada,Unknown,ERP105624,102.6062717,ERS2046522,
GUT_GENOME000539,Canada,Unknown,ERP105624,102.1303629,ERS2046523,
GUT_GENOME000540,Canada,Unknown,ERP105624,100.4808084,ERS2046524,
GUT_GENOME000541,Canada,Unknown,ERP105624,99.4071802,ERS2046525,
GUT_GENOME000542,Canada,Unknown,ERP105624,98.51743826,ERS2046526,
GUT_GENOME000543,Canada,Unknown,ERP105624,99.42464738,ERS2046527,
GUT_GENOME000544,Canada,Unknown,ERP105624,103.1626456,ERS2046528,
GUT_GENOME000545,Canada,Unknown,ERP105624,92.43181962,ERS2046484,
GUT_GENOME000546,Canada,Unknown,ERP105624,100.4289837,ERS2046529,
GUT_GENOME000547,Canada,Unknown,ERP105624,90.10332693,ERS2046530,
GUT_GENOME000548,Canada,Unknown,ERP105624,89.95925723,ERS2046531,
GUT_GENOME000549,Canada,Unknown,ERP105624,100.2629021,ERS2046532,
GUT_GENOME000550,Canada,Unknown,ERP105624,101.9251141,ERS2046533,
GUT_GENOME000551,Canada,Unknown,ERP105624,101.8184565,ERS2046534,
GUT_GENOME000552,Canada,Unknown,ERP105624,96.8039321,ERS2046535,
GUT_GENOME000553,Canada,Unknown,ERP105624,92.0449923,ERS2046485,
GUT_GENOME000554,Canada,Unknown,ERP105624,102.16823,ERS2046486,
GUT_GENOME000555,Canada,Unknown,ERP105624,101.8018728,ERS2046487,
GUT_GENOME000556,Canada,Unknown,ERP105624,94.20596154,ERS2046545,
GUT_GENOME000557,Canada,Unknown,ERP105624,102.7223041,ERS2046546,
GUT_GENOME000558,Canada,Unknown,ERP105624,102.4589125,ERS2046547,
GUT_GENOME000559,Canada,Unknown,ERP105624,102.2260352,ERS2046548,
GUT_GENOME000560,Canada,Unknown,ERP105624,91.24081019,ERS2046549,
GUT_GENOME000561,Canada,Unknown,ERP105624,96.38539964,ERS2046550,
GUT_GENOME000562,Canada,Unknown,ERP105624,102.7824632,ERS2046551,
GUT_GENOME000563,Canada,Unknown,ERP105624,102.0969407,ERS2046552,
GUT_GENOME000564,Canada,Unknown,ERP105624,103.0706466,ERS2046553,
GUT_GENOME000565,Canada,Unknown,ERP105624,100.3103056,ERS2046554,
GUT_GENOME000566,Canada,Unknown,ERP105624,102.923625,ERS2046536,
GUT_GENOME000567,Canada,Unknown,ERP105624,101.9385694,ERS2046555,
GUT_GENOME000568,Canada,Unknown,ERP105624,100.5982656,ERS2046556,
GUT_GENOME000569,Canada,Unknown,ERP105624,98.81254754,ERS2046557,
GUT_GENOME000570,Canada,Unknown,ERP105624,101.8434249,ERS2046558,
GUT_GENOME000571,Canada,Unknown,ERP105624,100.8833495,ERS2046559,
GUT_GENOME000572,Canada,Unknown,ERP105624,101.9023385,ERS2046560,
GUT_GENOME000573,Canada,Unknown,ERP105624,94.20596321,ERS2046561,
GUT_GENOME000574,Canada,Unknown,ERP105624,100.8740212,ERS2046562,
GUT_GENOME000575,Canada,Unknown,ERP105624,101.4485826,ERS2046563,
GUT_GENOME000576,Canada,Unknown,ERP105624,101.0570846,ERS2046565,
GUT_GENOME000577,Canada,Unknown,ERP105624,102.6531836,ERS2046537,
GUT_GENOME000578,Canada,Unknown,ERP105624,101.7402605,ERS2046566,
GUT_GENOME000579,Canada,Unknown,ERP105624,97.25594163,ERS2046567,
GUT_GENOME000580,Canada,Unknown,ERP105624,98.75829988,ERS2046568,
GUT_GENOME000581,Canada,Unknown,ERP105624,102.728716,ERS2046569,
GUT_GENOME000582,Canada,Unknown,ERP105624,101.3772185,ERS2046570,
GUT_GENOME000583,Canada,Unknown,ERP105624,101.9308597,ERS2046571,
GUT_GENOME000584,Canada,Unknown,ERP105624,101.9183188,ERS2046572,
GUT_GENOME000585,Canada,Unknown,ERP105624,102.7452871,ERS2046573,
GUT_GENOME000586,Canada,Unknown,ERP105624,101.9886185,ERS2046574,
GUT_GENOME000587,Canada,Unknown,ERP105624,102.1745541,ERS2046538,
GUT_GENOME000588,Canada,Unknown,ERP105624,100.0743927,ERS2046575,
GUT_GENOME000589,Canada,Unknown,ERP105624,98.43879677,ERS2046576,
GUT_GENOME000590,Canada,Unknown,ERP105624,101.8604956,ERS2046577,
GUT_GENOME000591,Canada,Unknown,ERP105624,102.8667162,ERS2046578,
GUT_GENOME000592,Canada,Unknown,ERP105624,102.3949753,ERS2046579,
GUT_GENOME000593,Canada,Unknown,ERP105624,102.0195494,ERS2046580,
GUT_GENOME000594,Canada,Unknown,ERP105624,101.4549025,ERS2046581,
GUT_GENOME000595,Canada,Unknown,ERP105624,100.7695808,ERS2046539,
GUT_GENOME000596,Canada,Unknown,ERP105624,101.6936121,ERS2046582,
GUT_GENOME000597,Canada,Unknown,ERP105624,101.8186349,ERS2046583,
GUT_GENOME000598,Canada,Unknown,ERP105624,98.05599479,ERS2046584,
GUT_GENOME000599,Canada,Unknown,ERP105624,102.0237792,ERS2046585,
GUT_GENOME000600,Canada,Unknown,ERP105624,102.6531707,ERS2046586,
GUT_GENOME000601,Canada,Unknown,ERP105624,98.9266372,ERS2046587,
GUT_GENOME000602,Canada,Unknown,ERP105624,98.74301895,ERS2046588,
GUT_GENOME000603,Canada,Unknown,ERP105624,97.70744684,ERS2046658,
GUT_GENOME000604,Canada,Unknown,ERP105624,102.2035143,ERS2046724,
GUT_GENOME000605,Canada,Unknown,ERP105624,102.019551,ERS2046540,
GUT_GENOME000606,Canada,Unknown,ERP105624,102.7004019,ERS2046786,
GUT_GENOME000607,Canada,Unknown,ERP105624,99.00256958,ERS2046787,
GUT_GENOME000608,Canada,Unknown,ERP105624,99.23566384,ERS2046788,
GUT_GENOME000609,Canada,Unknown,ERP105624,100.0361478,ERS2046789,
GUT_GENOME000610,Canada,Unknown,ERP105624,89.98292599,ERS2046790,
GUT_GENOME000611,Canada,Unknown,ERP105624,101.1350596,ERS2046791,
GUT_GENOME000612,Canada,Unknown,ERP105624,94.05439731,ERS2046792,
GUT_GENOME000613,Canada,Unknown,ERP105624,102.7222459,ERS2046541,
GUT_GENOME000614,Canada,Unknown,ERP105624,98.05905947,ERS2064811,
GUT_GENOME000615,Canada,Unknown,ERP105624,99.03928457,ERS2046793,
GUT_GENOME000616,Canada,Unknown,ERP105624,102.5276249,ERS2046794,
GUT_GENOME000617,Canada,Unknown,ERP105624,99.15385542,ERS2046795,
GUT_GENOME000618,Canada,Unknown,ERP105624,99.37063265,ERS2046796,
GUT_GENOME000619,Canada,Unknown,ERP105624,102.5273808,ERS2046797,
GUT_GENOME000620,Canada,Unknown,ERP105624,99.60033957,ERS2046798,
GUT_GENOME000621,Canada,Unknown,ERP105624,100.8519657,ERS2046542,
GUT_GENOME000622,Canada,Unknown,ERP105624,86.7663737,ERS2046799,
GUT_GENOME000623,Canada,Unknown,ERP105624,102.0418451,ERS2046800,
GUT_GENOME000624,Canada,Unknown,ERP105624,98.85349317,ERS2046543,
GUT_GENOME000625,Canada,Unknown,ERP105624,100.6192643,ERS2046544,
GUT_GENOME000626,Canada,Unknown,ERP105624,101.2119197,ERS2046801,
GUT_GENOME000627,Canada,Unknown,ERP105624,102.2409952,ERS2046802,
GUT_GENOME000628,Canada,Unknown,ERP105624,92.48525301,ERS2046803,
GUT_GENOME000629,Canada,Unknown,ERP105624,92.50772765,ERS2046804,
GUT_GENOME000630,Canada,Unknown,ERP105624,102.6911417,ERS2046805,
GUT_GENOME000631,Canada,Unknown,ERP105624,102.0221364,ERS2046806,
GUT_GENOME000632,United Kingdom,Unknown,ERP105624,98.49587743,ERS2046397,
GUT_GENOME000633,United Kingdom,Unknown,ERP105624,99.86321964,ERS2046398,
GUT_GENOME000634,United Kingdom,Unknown,ERP105624,100.4147644,ERS2046399,
GUT_GENOME000635,United Kingdom,Unknown,ERP105624,99.26028677,ERS2046400,
GUT_GENOME000636,United Kingdom,Unknown,ERP105624,99.28098831,ERS2046401,
GUT_GENOME000637,United Kingdom,Unknown,ERP105624,99.88556343,ERS2046402,
GUT_GENOME000638,United Kingdom,Unknown,ERP105624,100.9309911,ERS2046403,
GUT_GENOME000639,United Kingdom,Unknown,ERP105624,100.9296691,ERS2046404,
GUT_GENOME000640,United Kingdom,Unknown,ERP105624,95.26806079,ERS2046405,
GUT_GENOME000641,United Kingdom,Unknown,ERP105624,98.85732019,ERS2046406,
GUT_GENOME000642,United Kingdom,Unknown,ERP105624,101.758377,ERS2046388,
GUT_GENOME000643,United Kingdom,Unknown,ERP105624,99.19385776,ERS2046407,
GUT_GENOME000644,United Kingdom,Unknown,ERP105624,101.2905734,ERS2046408,
GUT_GENOME000645,United Kingdom,Unknown,ERP105624,98.51315501,ERS2046409,
GUT_GENOME000646,United Kingdom,Unknown,ERP105624,99.27596264,ERS2046410,
GUT_GENOME000647,United Kingdom,Unknown,ERP105624,101.8798293,ERS2046411,
GUT_GENOME000648,United Kingdom,Unknown,ERP105624,102.3218206,ERS2046412,
GUT_GENOME000649,United Kingdom,Unknown,ERP105624,101.0007988,ERS2046413,
GUT_GENOME000650,United Kingdom,Unknown,ERP105624,101.8755799,ERS2046414,
GUT_GENOME000651,United Kingdom,Unknown,ERP105624,101.631882,ERS2046415,
GUT_GENOME000652,United Kingdom,Unknown,ERP105624,102.0242309,ERS2046389,
GUT_GENOME000653,United Kingdom,Unknown,ERP105624,90.64160575,ERS2046416,
GUT_GENOME000654,United Kingdom,Unknown,ERP105624,102.1067398,ERS2046417,
GUT_GENOME000655,United Kingdom,Unknown,ERP105624,102.1353334,ERS2046418,
GUT_GENOME000656,United Kingdom,Unknown,ERP105624,98.51315826,ERS2046419,
GUT_GENOME000657,United Kingdom,Unknown,ERP105624,101.4665222,ERS2046420,
GUT_GENOME000658,United Kingdom,Unknown,ERP105624,99.56428999,ERS2046421,
GUT_GENOME000659,United Kingdom,Unknown,ERP105624,102.6371609,ERS2046422,
GUT_GENOME000660,United Kingdom,Unknown,ERP105624,100.3783059,ERS2046423,
GUT_GENOME000661,United Kingdom,Unknown,ERP105624,102.3218179,ERS2046424,
GUT_GENOME000662,United Kingdom,Unknown,ERP105624,102.3506552,ERS2046390,
GUT_GENOME000663,United Kingdom,Unknown,ERP105624,101.5882628,ERS2046425,
GUT_GENOME000664,United Kingdom,Unknown,ERP105624,100.5911516,ERS2046426,
GUT_GENOME000665,United Kingdom,Unknown,ERP105624,102.6517784,ERS2046427,
GUT_GENOME000666,United Kingdom,Unknown,ERP105624,94.6567632,ERS2046428,
GUT_GENOME000667,United Kingdom,Unknown,ERP105624,98.51263976,ERS2046429,
GUT_GENOME000668,United Kingdom,Unknown,ERP105624,102.3282374,ERS2046430,
GUT_GENOME000669,United Kingdom,Unknown,ERP105624,101.1759364,ERS2046431,
GUT_GENOME000670,United Kingdom,Unknown,ERP105624,102.067206,ERS2046432,
GUT_GENOME000671,United Kingdom,Unknown,ERP105624,101.5559656,ERS2046433,
GUT_GENOME000672,United Kingdom,Unknown,ERP105624,98.5476578,ERS2046434,
GUT_GENOME000673,United Kingdom,Unknown,ERP105624,102.343219,ERS2046391,
GUT_GENOME000674,United Kingdom,Unknown,ERP105624,101.0627953,ERS2046435,
GUT_GENOME000675,United Kingdom,Unknown,ERP105624,102.3281407,ERS2046436,
GUT_GENOME000676,United Kingdom,Unknown,ERP105624,100.5264909,ERS2046437,
GUT_GENOME000677,United Kingdom,Unknown,ERP105624,101.9357993,ERS2046438,
GUT_GENOME000678,United Kingdom,Unknown,ERP105624,102.1503406,ERS2046439,
GUT_GENOME000679,United Kingdom,Unknown,ERP105624,102.6517924,ERS2046440,
GUT_GENOME000680,United Kingdom,Unknown,ERP105624,100.5431087,ERS2046441,
GUT_GENOME000681,United Kingdom,Unknown,ERP105624,101.5728868,ERS2046442,
GUT_GENOME000682,United Kingdom,Unknown,ERP105624,102.6211796,ERS2046392,
GUT_GENOME000683,United Kingdom,Unknown,ERP105624,94.43747806,ERS2046443,
